event_id_cnty,notes,gold_label,gold_label_full,actor_norm
CAO5832,"On 20 January 2022, the military forces killed one Ambazonian separatist 'General' and two of his lieutenants during a security operation in Nseh village, Nkum subdivision (Bui, Nord-Ouest).",B,Battles,State forces (Cameroon)
CAO15743,"Other: On 1 October 2024, the military forces from the Rapid Intervention fired sporadic gunshots on a local football field in a primary school premises in Tiben (Batibo, Momo, Nord-Ouest). The gunfire led to the temporary displacement of an unspecified number of civilians into the surrounding bushes. The military forces had arrived to disperse civilians whom they suspected of celebrating 1 Octobe",S,Strategic developments,State forces (Cameroon)
CAO5397,"On 23 August 2021, military forces intercepted Boko Haram fighters who attacked Malika village, around Talakachi village, Mayo-Moskota subdivision (Mayo-Tsanaga, Extreme-Nord). They killed one Boko Haram fighter and retrieved stolen goods.",B,Battles,State forces (Cameroon)
CAO4207,"On 12 December 2020, the military forces killed 2 civilians in Mkpot village, Eyumojock subdivision (Manyu, Sud-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO4815,"On 29 December 2020, Ambazonian separatists engaged in fire fights with military forces in Bambalang town (Ngo-ketunjia, Nord-Ouest). One separatist fighter was killed, and two motorbikes were seized.",B,Battles,State forces (Cameroon)
CAO3470,"Around 13 July 2020, military forces engaged in a firefight with Ambazonian separatists in M'Muock-Mbie village, near Alou (Kupe-Manenguba, Sud-Ouest), leaving 5 separatists dead.",B,Battles,State forces (Cameroon)
CAO9866,"On 28 November 2022, the military forces shot and killed 1 civilian in Bamessing (Mezam, Nord-Ouest). The military forces also burnt 2 civilian homes.",V,Violence against civilians,State forces (Cameroon)
CAO15919,"On 10 October 2024, the military forces from the Rapid Intervention shot and killed 7 civilians at their private residences in Mbomboko in the Buea subdivision (Buea, Fako, Sud-Ouest), mistakenly believing them to be Ambazonian Separatists.",V,Violence against civilians,State forces (Cameroon)
CAO7976,"On 18 October 2023, the military forces fired warning shots from the outpost at suspected Boko Haram (JAS) (likely) militants in Assighassia (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord). The militants were moving around the area with torches. No casualties were reported.",B,Battles,State forces (Cameroon)
CAO12000,"Other: On 18 October 2023, a member of the Rapid Intervention Battalion, who is also the traditional chief of Bwassa, threatened to expel from the Sud-Ouest region those who are from Nord-Ouest in Buea (Fako, Sud-Ouest). He accused those from Nord-Ouest of being responsible for the Anglophone Crisis and called on those from Sud-Ouest to support him. A video of the statements was shared on social m",S,Strategic developments,State forces (Cameroon)
CAO6351,"Around 3 August 2022, the Cameroonian military forces raided Kokkaka village, coded to Konye (Konye, Meme, Sud-Ouest) and arrested several civilians. They were in search for separatists.",S,Strategic developments,State forces (Cameroon)
CAO17219,"On 24 January 2024, military forces from the Rapid Intervention sexually assaulted and killed a young girl at Ntamulung in Bamenda (Bamenda 3, Mezam, Nord-Ouest), during an attack on the village.",V,Violence against civilians,State forces (Cameroon)
CAO15901,"On 14 October 2024, security forces, coded as military forces, arrested 23 men and 12 women from their private residences in Butu (Konye, Meme, Sud-Ouest), during an operation to dislodge Separatists at their hideouts.",S,Strategic developments,State forces (Cameroon)
CAO12651,"On 3 May 2022, military forces ambushed fighters suspected Ambazonian separatists at an informal checkpoint along the Bamenda-Awing road coded to Bamenda, (Bamenda 1, Mezam, Nord-Ouest). The fighters managed to escape. Unknown casualties.",B,Battles,State forces (Cameroon)
CAO14256,"On 29 May 2024, security forces, coded as the military forces, arrested 40 civilians (28 men and 12 women) from their private residences in Bai Bikom (Kumba 1, Meme, Sud-Ouest). No further information.",S,Strategic developments,State forces (Cameroon)
CAO4741,"On 18 December 2020, the military forces raided Dyeny village, Mbonge subdivision (Meme, Sud-Ouest), resulting in 2 people getting injured and houses burnt down.",V,Violence against civilians,State forces (Cameroon)
CAO11427,"On 10 January 2024, military forces, disguised as civilians, engaged in gunbattle with Ambazonian Separatists from the Restoration Forces in Yoke (Muyuka, Fako, Sud-Ouest). They freed two civilians held captive by the Ambazonian Separatists. No casualties.",B,Battles,State forces (Cameroon)
CAO11938,"On 10 October 2023, Gendarmerie forces, clashed with Ambazonian Separatists at an illegal Separatist checkpoint in Bamessing (Tubah, Mezam, Nord-Ouest) as Separatists were looting money from commercial vehicles. Casualties unknown. No information on the injuries. The military forces seized 2 motorbikes.",B,Battles,State forces (Cameroon)
CAO5844,"On 25 January 2022, the military intercepted Ambazonian separatists and engaged in fire fights with them in Bamenyam town, Penka-Michel subdivision (Menoua, Ouest). At least one soldier was killed and several others injured.",B,Battles,State forces (Cameroon)
CAO4188,"On 2 January 2021, Boko Haram attacked Mayo Moskota town (Mayo-Sava, Extreme-Nord), injuring one woman. The military forces intervened and repelled the assailants.",B,Battles,State forces (Cameroon)
CAO9208,"On 25 February 2023, State security forces, coded as military forces ambushed Ambazonian Separatists at an illegal checkpoint in Ibal (Oku, Bui, Nord-Ouest). There were no fatalities. 1 Separatists was injured.",B,Battles,State forces (Cameroon)
CAO15607,"On 21 September 2024, security forces, coded as the military forces, ambushed and clashed with the Ambazonian Separatists at an illegal checkpoint along the Wum - Bafut in Lower Bafut, near Bafut (Bafut, Mezam, Nord-Ouest). Casualties unknown. The fighting caused the temporary displacement of civilians to nearby bushes. Some civilians returned to their homes after the gunfire ceased.",B,Battles,State forces (Cameroon)
CAO9136,"On 8 July 2022, military forces attacked a check point operated by Ambazonian separatists and engaged them in an armed clash in Ekombe Bonji (Kumba 1, Meme, Sud-Ouest). The clash caused a temporary displacement of civilians. No fatalities.",B,Battles,State forces (Cameroon)
CAO3916,"On 25 October 2020, the military forces killed two people and looted shops during a raid in Babanki village (Boyo, Nord-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO3960,"On 3 November 2020, the military forces repelled an attack of Boko Haram in Zelevet village (Mayo-Tsanaga, Extreme-Nord). 3 assailants were killed.",B,Battles,State forces (Cameroon)
CAO11829,"On 25 September 2023, state forces, coded as military, arrested 120 civilians at their houses in Kumba (Meme, Sud-Ouest) during operations to dislodge Ambazonian Separatists from the Restoration Forces.",S,Strategic developments,State forces (Cameroon)
CAO10061,"On 12 January 2023, the state security forces, coded as the military forces arrested an unspecified number of civilians in Okoyong (Mamfe, Manyu, Sud-Ouest) in search of Separatists hideout.",S,Strategic developments,State forces (Cameroon)
CAO10413,"Property destruction: On 6 April 2023, State security forces (Air Force), coded as the military forces, burned down 7 civilian houses in Maghow, coded to Akwaya (Akwaya,Manyu,Sud-Ouest). The Separatists also stole food items, money and other valuables. The houses were suspected of housing Separatists.",S,Strategic developments,State forces (Cameroon)
CAO11065,"On 1 November 2023, the army's Rapid Intervention Battalion mobile unit engaged in clashes with Ambazonian Separatists from the SOCADEF in Kombone Mission (Kumba 1, Meme, Sud-Ouest). One Ambazonian Separatist was killed while another sustained life-threatening injuries.",B,Battles,State forces (Cameroon)
CAO11682,"On 25 June 2023, state security forces (coded as military) arrested more than 30 men in Jiyane, Noni commune, coded to Noni (Bui, Nord-Ouest). They were accused of being collaborators with Ambazonian Separatists. They were released within 48 hours after paying at least 20,000frs each though one remained in custody. No additional information.",S,Strategic developments,State forces (Cameroon)
CAO9470,"On 30 November 2022, the military forces clashed with suspected Ambazonian Separatists at an illegal checkpoint in Agyati (Mezam, Nord-Ouest). 1 Separatist was killed.",B,Battles,State forces (Cameroon)
CAO12712,"On 11 January 2022, soldiers beat up some children who were returning from the child-friendly space in Kakar (Ndu, Donga-Mantung, Nord-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO5093,"On 13 March 2021, the military forces engaged in fire fights with Ambazonian separatists in Ntarinkon village, Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO9474,"Other: On 1 October 2022, military forces fired several shots in the air in Egbekaw (Manyu, Sud-Ouest) which lasted for close to 10 minutes after suspecting the presence of armed fighters within the vicinity.",S,Strategic developments,State forces (Cameroon)
CAO3385,"On 15 June 2020, the military forces engaged in fire fights with Ambazonian separatists for the second day in a row, in Bamenda town (Mezam, Nord-Ouest). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO11977,"On 22 October 2023, state security forces (coded as military) arrested 60 men in Ikata (Fako, Sud-Ouest) whom they suspected of collaborating with the Ambazonian Separatists.",S,Strategic developments,State forces (Cameroon)
CAO10307,"On 30 April 2023, state security forces, coded as military forces, physically assaulted an unspecified number of civilians and arrested one of them at a funeral ceremony in Ediki (Meme, Sud-Ouest). No report on injuries.",V,Violence against civilians,State forces (Cameroon)
CAO11073,"On 9 November 2023, the military forces ambushed Ambazonian Separatists SOCADEF faction leading to a confrontation in Konye (Konye, Meme, Sud-Ouest). The military forces shot and injured four separatists.",B,Battles,State forces (Cameroon)
CAO9291,"On 10 February 2023, state forces (coded as military) shot dead two male civilians in PNEU Junction in Bamenda (Mezam, Nord-Ouest) under unclear circumstances. This happened after state forces were tipped off to the presence of Separatists and wanted to abduct civilians.",V,Violence against civilians,State forces (Cameroon)
CAO11956,"On 25 October 2023, military forces from the Rapid Intervention Battalion engaged in an armed confrontation with Ambazonian Separatists in Ngarum (Donga-Mantung, Nord-Ouest). There were no casualties.",B,Battles,State forces (Cameroon)
CAO9683,"Other: On 3 June 2022, soldiers fired sporadic shots at a location in Njirong (Donga-Mantung, Nord-Ouest) after they accused the sub local chief and some residents of collaborating with Separatists fighters. Casualties unknown.",S,Strategic developments,State forces (Cameroon)
CAO15779,"On 5 October 2024, the military forces from the Rapid Intervention beat and injured 5 civilians (2 women and 3 men) at their private residence in Diche II (Widikum, Momo, Nord-Ouest) after a failed military operation to arrest an Ambazonian Separatists. The military forces also broke into the private residence and destroyed a herbalist's property.",V,Violence against civilians,State forces (Cameroon)
